code,title,division,level
31 75 16,Precast Concrete Shaft Lining,31,3
31 77 00,Submersible Tube Tunnels,31,2
31 77 13,Trench Excavation for Submerged Tunnels,31,3
31 77 16,Tube Construction (Outfitting Tunnel Tubes),31,3
31 77 19,Floating and Laying Submerged Tunnels,31,3
31 80 00,Unassigned,31,2
31 90 00,Unassigned,31,2
32 00 00,Exterior Improvements,32,1
32 01 00,Operation and Maintenance of Exterior Improvements,32,2
32 05 00,Common Work Results for Exterior Improvements,32,2
32 06 00,Schedules for Exterior Improvements,32,2
32 08 00,Commissioning of Exterior Improvements,32,2
32 10 00,"Bases, Ballasts, and Paving",32,2
32 11 00,Base Courses,32,2
32 11 13,Subgrade Modifications,32,3
32 11 16,Subbase Courses,32,3
32 11 23,Aggregate Base Courses,32,3
32 11 26,Asphaltic Base Courses,32,3
32 11 29,Lime Treated Base Courses,32,3
32 11 33,Cement-Treated Base Courses,32,3
32 11 36,Concrete Base Courses,32,3
32 12 00,Flexible Paving,32,2
32 12 13,Preparatory Coats,32,3
32 12 16,Asphalt Paving,32,3
32 12 19,Asphalt Paving Wearing Courses,32,3
32 12 33,Flexible Paving Surface Treatments,32,3
32 12 36,Seal Coats,32,3
32 12 43,Porous Flexible Paving,32,3
32 12 73,Asphalt Paving Joint Sealants,32,3
32 13 00,Rigid Paving,32,2
32 13 13,Concrete Paving,32,3
32 13 16,Decorative Concrete Paving,32,3
32 13 73,Concrete Paving Joint Sealants,32,3
32 14 00,Unit Paving,32,2
32 14 13,Precast Concrete Unit Paving,32,3
32 14 16,Brick Unit Paving,32,3
32 14 23,Asphalt Unit Paving,32,3
32 14 26,Wood Paving,32,3
32 14 29,Recycled-Rubber Paving,32,3
32 14 40,Stone Paving,32,3
32 14 43,Porous Unit Paving,32,3
32 15 00,Aggregate Surfacing,32,2
32 15 13,Cinder Surfacing,32,3
32 15 40,Crushed Stone Surfacing,32,3
32 16 00,Curbs and Gutters,32,2
32 16 13,Concrete Curbs and Gutters,32,3
32 16 19,Asphalt Curbs,32,3
32 16 40,Stone Curbs,32,3
32 17 00,Paving Specialties,32,2
32 17 13,Parking Bumpers,32,3
32 17 23,Pavement Markings,32,3
32 17 26,Tactile Warning Surfacing,32,3
32 18 00,Athletic and Recreational Surfacing,32,2
32 18 13,Synthetic Grass Surfacing,32,3
32 18 16,Synthetic Resilient Surfacing,32,3
32 18 23,Athletic Surfacing,32,3
32 20 00,Unassigned,32,2
32 30 00,Site Improvements,32,2
32 31 00,Fences and Gates,32,2
32 31 13,Chain Link Fences and Gates,32,3
32 31 16,Welded Wire Fences and Gates,32,3
32 31 19,Decorative Metal Fences and Gates,32,3
32 31 23,Plastic Fences and Gates,32,3
32 31 26,Wire Fences and Gates,32,3
32 31 29,Wood Fences and Gates,32,3
32 32 00,Retaining Walls,32,2
32 32 13,Cast-in-Place Concrete Retaining Walls,32,3
32 32 16,Precast Concrete Retaining Walls,32,3
32 32 19,Unit Masonry Retaining Walls,32,3
32 32 23,Segmental Retaining Walls,32,3
32 32 26,Metal Crib Retaining Walls,32,3
32 32 29,Timber Retaining Walls,32,3
32 32 34,Reinforced Soil Retaining Walls,32,3
32 32 36,Gabion Retaining Walls,32,3
32 32 43,Soldier-Beam Retaining Walls,32,3
32 34 00,Fabricated Bridges,32,2
32 35 00,Screening Devices,32,2
32 35 13,Screens and Louvers,32,3
32 35 16,Sound Barriers,32,3
32 40 00,Unassigned,32,2
32 50 00,Unassigned,32,2
32 60 00,Unassigned,32,2
32 70 00,Wetlands,32,2
32 71 00,Constructed Wetlands,32,2
32 72 00,Wetlands Restoration,32,2
32 80 00,Irrigation,32,2
32 82 00,Irrigation Pumps,32,2
32 84 00,Planting Irrigation,32,2
32 84 13,Drip Irrigation,32,3
32 84 23,Underground Sprinklers,32,3
32 86 00,Agricultural Irrigation,32,2
32 90 00,Planting,32,2
32 91 00,Planting Preparation,32,2
32 91 13,Soil Preparation,32,3
32 91 16,Planting Soil Stabilization,32,3
32 91 19,Landscape Grading,32,3
32 92 00,Turf and Grasses,32,2
32 92 13,Hydro-Mulching,32,3
32 92 16,Plugging,32,3
32 92 19,Seeding,32,3
32 92 23,Sodding,32,3
32 92 26,Sprigging,32,3
32 93 00,Plants,32,2
32 93 13,Ground Covers,32,3
32 93 23,Plants and Bulbs,32,3
32 93 33,Shrubs,32,3
32 93 43,Trees,32,3
32 94 00,Planting Accessories,32,2
32 94 13,Landscape Edging,32,3
32 94 16,Landscape Timbers,32,3
32 94 33,Planters,32,3
32 94 43,Tree Grates,32,3
32 94 46,Tree Grids,32,3
32 96 00,Transplanting,32,2
32 96 13,Ground Cover Transplanting,32,3
32 96 23,Plant and Bulb Transplanting,32,3
32 96 33,Shrub Transplanting,32,3
32 96 43,Tree Transplanting,32,3
33 00 00,Utilities,33,1
33 01 00,Operation and Maintenance of Utilities,33,2
33 05 00,Common Work Results for Utilities,33,2
33 06 00,Schedules for Utilities,33,2
33 08 00,Commissioning of Utilities,33,2
33 09 00,Instrumentation and Control for Utilities,33,2
33 10 00,Water Utilities,33,2
33 11 00,Water Utility Distribution Piping,33,2
33 11 13,Public Water Utility Distribution Piping,33,3
33 11 16,Site Water Utility Distribution Piping,33,3
33 11 19,Fire Suppression Utility Water Distribution Piping,33,3
33 12 00,Water Utility Distribution Equipment,33,2
33 12 13,Water Service Connections,33,3
33 12 16,Water Utility Distribution Valves,33,3
33 12 19,Water Utility Distribution Fire Hydrants,33,3
33 12 23,Water Utility Pumping Stations,33,3
33 12 33,Water Utility Metering,33,3
33 13 00,Disinfecting of Water Utility Distribution,33,2
33 16 00,Water Utility Storage Tanks,33,2
33 16 13,Aboveground Water Utility Storage Tanks,33,3
33 16 16,Underground Water Utility Storage Tanks,33,3
33 16 19,Elevated Water Utility Storage Tanks,33,3
33 20 00,Wells,33,2
33 21 00,Water Supply Wells,33,2
33 21 13,Public Water Supply Wells,33,3
33 21 16,Irrigation Water Wells,33,3
33 22 00,Test Wells,33,2
33 23 00,Extraction Wells,33,2
33 24 00,Monitoring Wells,33,2
33 24 13,Groundwater Monitoring Wells,33,3
33 25 00,Recharge Wells,33,2
33 26 00,Relief Wells,33,2
33 29 00,Well Abandonment,33,2
33 30 00,Sanitary Sewerage Utilities,33,2
33 31 00,Sanitary Utility Sewerage Piping,33,2
33 31 13,Public Sanitary Utility Sewerage Piping,33,3
33 31 16,Industrial Waste Utility Sewerage Piping,33,3
33 32 00,Wastewater Utility Pumping Stations,33,2
33 32 13,Packaged Utility Lift Stations,33,3
33 32 16,Packaged Utility Wastewater Pumping Stations,33,3
33 32 19,Public Utility Wastewater Pumping Stations,33,3
33 33 00,Low Pressure Utility Sewerage,33,2
33 33 13,Sanitary Utility Sewerage,33,3
33 33 16,Combined Utility Sewerage,33,3
33 34 00,Sanitary Utility Sewerage Force Mains,33,2
33 34 13,Sanitary Utility Sewerage Inverted Siphons,33,3
33 36 00,Utility Septic Tanks,33,2
33 36 13,Utility Septic Tank and Effluent Wet Wells,33,3
33 36 16,Utility Septic Tank Effluent Pumps,33,3
33 36 33,Utility Drainage Field,33,3
33 39 00,Sanitary Utility Sewerage Structures,33,2
33 39 13,"Sanitary Utility Sewerage Manholes, Frames, and Covers",33,3
33 39 23,Sanitary Utility Sewerage Cleanouts,33,3
33 40 00,Storm Drainage Utilities,33,2
33 41 00,Storm Utility Drainage Piping,33,2
33 41 13,Public Storm Utility Drainage Piping,33,3
33 42 00,Culverts,33,2
33 42 13,Pipe Culverts,33,3
33 42 16,Concrete Culverts,33,3
33 44 00,Storm Utility Water Drains,33,2
33 44 13,Utility Area Drains,33,3
33 44 16,Utility Trench Drains,33,3
33 44 19,Utility Storm Water Treatment,33,3
33 45 00,Storm Utility Drainage Pumps,33,2
33 46 00,Subdrainage,33,2
33 46 13,Foundation Drainage,33,3
33 46 16,Subdrainage Piping,33,3
33 46 19,Underslab Drainage,33,3
33 46 23,Drainage Layers,33,3
33 46 26,Geotextile Subsurface Drainage Filtration,33,3
33 46 33,Retaining Wall Drainage,33,3
33 47 00,Ponds and Reservoirs,33,2
33 47 13,Pond and Reservoir Liners,33,3
33 47 16,Pond and Reservoir Covers,33,3
33 47 19,Water Ponds and Reservoirs,33,3
33 47 23,Sanitary Sewerage Lagoons,33,3
33 47 26,Storm Drainage Ponds and Reservoirs,33,3
33 49 00,Storm Drainage Structures,33,2
33 49 13,"Storm Drainage Manholes, Frames, and Covers",33,3
33 49 23,Storm Drainage Water Retention Structures,33,3
33 50 00,Fuel Distribution Utilities,33,2
33 51 00,Natural-Gas Distribution,33,2
33 51 13,Natural-Gas Piping,33,3
33 51 33,Natural-Gas Metering,33,3
33 52 00,Liquid Fuel Distribution,33,2
33 52 13,Fuel-Oil Distribution,33,3
33 52 16,Gasoline Distribution,33,3
33 52 19,Diesel Fuel Distribution,33,3
33 52 43,Aviation Fuel Distribution,33,3
33 56 00,Fuel-Storage Tanks,33,2
33 56 13,Aboveground Fuel-Storage Tanks,33,3
33 56 16,Underground Fuel-Storage Tanks,33,3
33 56 43,Aviation Fuel-Storage Tanks,33,3
33 56 53,Compressed Gases Storage Tanks,33,3
33 60 00,Hydronic and Steam Energy Utilities,33,2
33 61 00,Hydronic Energy Distribution,33,2
33 61 13,Underground Hydronic Energy Distribution,33,3
33 61 23,Aboveground Hydronic Energy Distribution,33,3
33 61 33,Hydronic Energy Distribution Metering,33,3
33 63 00,Steam Energy Distribution,33,2
33 63 13,Underground Steam and Condensate Distribution Piping,33,3
33 63 23,Aboveground Steam and Condensate Distribution Piping,33,3
33 63 33,Steam Energy Distribution Metering,33,3
33 70 00,Electrical Utilities,33,2
33 71 00,Electrical Utility Transmission and Distribution,33,2
33 71 13,Electrical Utility Towers,33,3
33 71 16,Electrical Utility Poles,33,3
33 71 19,Electrical Underground Ducts and Manholes,33,3
33 71 23,Insulators and Fittings,33,3
33 71 26,Transmission and Distribution Equipment,33,3
33 71 36,Extra-High-Voltage Wiring,33,3
33 71 39,High-Voltage Wiring,33,3
33 71 49,Medium-Voltage Wiring,33,3
33 71 53,Direct-Current Transmission,33,3
33 71 73,Electrical Utility Services,33,3
33 71 83,Transmission and Distribution Specialties,33,3
33 72 00,Utility Substations,33,2
33 72 13,Deadend Structures,33,3
33 72 23,Structural Bus Supports,33,3
33 72 26,Substation Bus Assemblies,33,3
33 72 33,Control House Equipment,33,3
33 72 43,Substation Control Wiring,33,3
33 73 00,Utility Transformers,33,2
33 73 13,Liquid-Filled Utility Transformers,33,3
33 73 23,Dry-Type Utility Transformers,33,3
33 75 00,High-Voltage Switchgear and Protection Devices,33,2
33 75 13,Air High-Voltage Circuit Breaker,33,3
33 75 16,Oil High-Voltage Circuit Breaker,33,3
33 75 19,Gas High-Voltage Circuit Breaker,33,3
33 75 23,Vacuum High-Voltage Circuit Breaker,33,3
33 75 36,High-Voltage Utility Fuses,33,3
33 75 39,High-Voltage Surge Arresters,33,3
33 75 43,Shunt Reactors,33,3
33 77 00,Medium-Voltage Utility Switchgear and Protection Devices,33,2
33 77 13,Air Medium-Voltage Circuit Breaker,33,3
33 77 16,Oil Medium-Voltage Circuit Breaker,33,3
33 77 19,Gas Medium-Voltage Circuit Breaker,33,3
33 77 23,Vacuum Medium-Voltage Circuit Breaker,33,3
33 77 26,Medium-Voltage Utility Fusible Interrupter Switchgear,33,3
33 77 33,Medium-Voltage Utility Cutouts,33,3
33 77 36,Medium-Voltage Utility Fuses,33,3
33 77 39,Medium-Voltage Utility Surge Arresters,33,3
33 77 53,Medium-Voltage Utility Reclosers,33,3
33 79 00,Site Grounding,33,2
33 79 13,Site Improvements Grounding,33,3
33 79 16,Tower Grounding,33,3
33 79 19,Utilities Grounding,33,3
33 79 23,Utility Substation Grounding,33,3
33 79 83,Site Grounding Conductors,33,3
33 79 93,Site Lightning Protection,33,3
33 80 00,Communications Utilities,33,2
33 81 00,Communications Structures,33,2
33 81 13,Communications Transmission Towers,33,3
33 81 16,Antenna Towers,33,3
33 81 19,Communications Utility Poles,33,3
33 81 23,Aerial Cable Installation Hardware,33,3
33 81 26,"Communications Underground Ducts, Manholes, and Handholes",33,3
33 81 29,"Communications Vaults, Pedestals and Enclosures",33,3
33 81 33,"Communications Blowers, Fans, and Ventilation",33,3
33 82 00,Communications Distribution,33,2
33 82 13,Copper Communications Distribution Cabling,33,3
33 82 23,Optical Fiber Communications Distribution Cabling,33,3
33 82 33,Coaxial Communications Distribution Cabling,33,3
33 82 43,Grounding and Bonding for Communications Distribution,33,3
33 82 46,Cable Pressurization Equipment,33,3
33 82 53,"Cleaning, Lubrication and Restoration Chemicals",33,3
33 83 00,Wireless Communications Distribution,33,2
33 83 13,Laser Transmitters and Receivers,33,3
33 83 16,Microwave Transmitters and Receivers,33,3
33 83 19,Infrared Transmitters and Receivers,33,3
33 83 23,UHF/VHF Transmitters and Antennas,33,3
